state,year,quarter,transaction_type,transaction_count,transaction_amount
delhi,2024,4,Merchant payments,612111214,261167204054.0
delhi,2024,4,Peer-to-peer payments,261559240,745874399814.0
delhi,2024,4,Recharge & bill payments,35326994,48224664984.0
delhi,2024,4,Financial Services,1115510,932800641.0
delhi,2024,4,Others,430124,861416410.0
goa,2018,1,Recharge & bill payments,85991,18273814.162708722
goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
goa,2018,1,Merchant payments,7880,11036031.735657964
goa,2018,1,Financial Services,1191,520105.642400422
goa,2018,1,Others,6184,5851742.732386975
goa,2018,2,Recharge & bill payments,120943,30994284.17044104
goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
goa,2018,2,Merchant payments,12456,20162855.70611957
goa,2018,2,Financial Services,1903,733429.427283199
goa,2018,2,Others,6395,7221023.530667527
goa,2018,3,Recharge & bill payments,158797,40314972.94208837
goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
goa,2018,3,Merchant payments,21587,26634198.178851012
goa,2018,3,Financial Services,1867,468171.36483984883
goa,2018,3,Others,6963,6281208.620754639
goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
goa,2018,4,Recharge & bill payments,212122,54832855.89468471
goa,2018,4,Merchant payments,45586,66666113.92145965
goa,2018,4,Financial Services,2523,723599.2328183289
goa,2018,4,Others,8098,8880194.430766659
goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
goa,2019,1,Recharge & bill payments,275277,78212835.0406034
goa,2019,1,Merchant payments,74527,75946974.41483101
goa,2019,1,Financial Services,2013,499592.0966860995
goa,2019,1,Others,8147,9904147.90979165
goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
goa,2019,2,Recharge & bill payments,278060,93218689.41694948
goa,2019,2,Merchant payments,104592,92873008.6474504
goa,2019,2,Financial Services,1211,515859.8076807977
goa,2019,2,Others,10819,13325754.760758925
goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
goa,2019,3,Recharge & bill payments,453806,157952854.9501171
goa,2019,3,Merchant payments,150578,123948570.56857497
goa,2019,3,Financial Services,1510,1282344.8444824044
goa,2019,3,Others,11344,12515394.117688328
goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
goa,2019,4,Recharge & bill payments,552421,205602115.14625147
goa,2019,4,Merchant payments,250893,218404664.8638511
goa,2019,4,Financial Services,1497,649712.8451498008
goa,2019,4,Others,11733,14350825.325765317
goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
goa,2020,1,Recharge & bill payments,678079,244739382.20701858
goa,2020,1,Merchant payments,373110,298421548.1046571
goa,2020,1,Financial Services,1762,1816477.5692472362
goa,2020,1,Others,11088,13707055.389155574
goa,2020,2,Recharge & bill payments,758617,241196540.9379891
goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
goa,2020,2,Merchant payments,221358,168591711.94693565
goa,2020,2,Financial Services,3081,3328361.317987765
goa,2020,2,Others,5710,3775927.611346662
goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
goa,2020,3,Recharge & bill payments,696770,280187505.0339355
goa,2020,3,Merchant payments,446880,353193881.4783259
goa,2020,3,Financial Services,4985,6418950.466847964
goa,2020,3,Others,7545,5112530.621144422
goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
goa,2020,4,Merchant payments,1389834,1123844212.5171819
goa,2020,4,Recharge & bill payments,839199,345088772.3784919
goa,2020,4,Financial Services,7287,10386560.386677971
goa,2020,4,Others,14810,12846789.254236266
goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
goa,2021,1,Merchant payments,2195509,1768358976.7158575
goa,2021,1,Recharge & bill payments,880682,410604192.7268899
goa,2021,1,Financial Services,8138,12207778.148638733
goa,2021,1,Others,11764,12687278.26183929
goa,2021,2,Merchant payments,1869384,1411529033.6650195
goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
goa,2021,2,Recharge & bill payments,953219,383804809.3560881
goa,2021,2,Financial Services,8303,12371843.844825167
goa,2021,2,Others,12392,10115549.032816991
goa,2021,3,Merchant payments,2865625,2143135314.897931
goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
goa,2021,3,Financial Services,8337,12943224.07382146
goa,2021,3,Others,16145,12416377.597493527
goa,2021,4,Merchant payments,5474662,4384250602.937038
goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
goa,2021,4,Financial Services,11320,17101084.66037453
goa,2021,4,Others,23775,21819163.1997744
goa,2022,1,Merchant payments,6364271,4682000388.389215
goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
goa,2022,1,Financial Services,11677,17490493.19245399
goa,2022,1,Others,20699,20720407.595174044
goa,2022,2,Merchant payments,7812998,5736211013.6866455
goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
goa,2022,2,Financial Services,10666,13192736.02810038
goa,2022,2,Others,15071,12525197.296362752
goa,2022,3,Merchant payments,7595135,5112175255.359402
goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
goa,2022,3,Financial Services,9992,12650738.420843877
goa,2022,3,Others,11683,11368868.03761505
goa,2022,4,Merchant payments,10319138,6739205748.43176
goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
goa,2022,4,Financial Services,12147,15705663.126967767
goa,2022,4,Others,13151,13978544.178016864
goa,2023,1,Merchant payments,14273665,9074816758.0
goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
goa,2023,1,Recharge & bill payments,1816029,1197558557.0
goa,2023,1,Financial Services,16209,32648574.0
goa,2023,1,Others,17399,18019590.0
goa,2023,2,Merchant payments,15990744,10146039934.0
goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
goa,2023,2,Recharge & bill payments,1917200,1239783487.0
goa,2023,2,Financial Services,17352,25141843.0
goa,2023,2,Others,15635,15956760.0
goa,2023,3,Merchant payments,16565190,10365884105.0
goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
goa,2023,3,Recharge & bill payments,1913363,1234664127.0
goa,2023,3,Financial Services,17422,26274694.0
goa,2023,3,Others,13808,12872910.0
goa,2023,4,Merchant payments,21003656,12478698529.0
goa,2023,4,Peer-to-peer payments,10430430,30342597216.0
goa,2023,4,Recharge & bill payments,1991324,1413113823.0
goa,2023,4,Financial Services,20827,38067531.0
goa,2023,4,Others,14741,15194458.0
goa,2024,1,Merchant payments,22163645,12736252466.0
goa,2024,1,Peer-to-peer payments,10729197,31099473803.0
goa,2024,1,Recharge & bill payments,2087441,1465885657.0
goa,2024,1,Financial Services,20782,37240917.0
goa,2024,1,Others,12922,13047417.0
goa,2024,2,Merchant payments,23908901,13821574623.0
goa,2024,2,Peer-to-peer payments,10933835,32155453858.0
goa,2024,2,Recharge & bill payments,2120776,1419954245.0
goa,2024,2,Financial Services,24891,41870631.0
goa,2024,2,Others,12403,15977355.0
goa,2024,3,Merchant payments,23789645,13663769858.0
goa,2024,3,Peer-to-peer payments,10858222,30761382765.0
goa,2024,3,Recharge & bill payments,2070465,1423628089.0
goa,2024,3,Financial Services,32037,51120538.0
goa,2024,3,Others,11742,13626762.0
goa,2024,4,Merchant payments,30381117,17216927595.0
goa,2024,4,Peer-to-peer payments,13499590,37720460757.0
goa,2024,4,Recharge & bill payments,2166016,1548395751.0
goa,2024,4,Financial Services,71254,55469478.0
goa,2024,4,Others,13559,21335962.0
gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
gujarat,2018,1,Merchant payments,145436,166036667.57089135
gujarat,2018,1,Financial Services,122117,27986679.009713165
gujarat,2018,1,Others,250296,186165067.5737218
gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
gujarat,2018,2,Merchant payments,275503,356984574.1205573
gujarat,2018,2,Financial Services,140704,38598263.22838031
gujarat,2018,2,Others,202928,185541007.527258
gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
gujarat,2018,3,Merchant payments,573440,466209496.80151117
gujarat,2018,3,Financial Services,136468,24930605.607339725
gujarat,2018,3,Others,219873,164477497.1394802
gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
gujarat,2018,4,Financial Services,133915,30699273.16507
gujarat,2018,4,Others,316405,207297005.69778407
gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
gujarat,2019,1,Financial Services,114539,19581520.569400217
gujarat,2019,1,Others,323272,204585378.77191538
gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
gujarat,2019,2,Financial Services,70502,17349813.389733132
gujarat,2019,2,Others,442607,271280936.6247084
gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
gujarat,2019,3,Financial Services,78609,20507001.233050577
gujarat,2019,3,Others,482985,256386015.24681717
gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
gujarat,2019,4,Merchant payments,9964076,5480269119.720948
gujarat,2019,4,Financial Services,63498,20202767.26414788
gujarat,2019,4,Others,444434,194846362.42851496
gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
gujarat,2020,1,Merchant payments,12191478,7210758662.281933
gujarat,2020,1,Financial Services,50753,27460255.45966168
gujarat,2020,1,Others,367621,165535312.39278784
gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
gujarat,2020,2,Merchant payments,9645967,7196610931.561442
gujarat,2020,2,Financial Services,59617,53132341.305008195
gujarat,2020,2,Others,173543,92274135.40504411
gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
gujarat,2020,3,Merchant payments,18338969,12749796641.785404
gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
gujarat,2020,3,Financial Services,92278,84723188.62104335
gujarat,2020,3,Others,246851,124456073.24163358
gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
gujarat,2020,4,Merchant payments,28430460,20844321156.652935
gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
gujarat,2020,4,Financial Services,113371,120056733.8865249
gujarat,2020,4,Others,373789,243470065.45681778
gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
gujarat,2021,1,Merchant payments,35815382,26512643894.003174
gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
gujarat,2021,1,Financial Services,126380,137612317.73580322
gujarat,2021,1,Others,316472,235440836.3042438
gujarat,2021,2,Merchant payments,42593432,33542305033.829506
gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
gujarat,2021,2,Financial Services,128647,136119996.7022825
gujarat,2021,2,Others,349525,249278437.33914098
gujarat,2021,3,Merchant payments,62934471,48197579736.51646
gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
gujarat,2021,3,Financial Services,125167,163304131.1436523
gujarat,2021,3,Others,473656,304418273.24545926
gujarat,2021,4,Merchant payments,84846502,68717933161.8696
gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
gujarat,2021,4,Financial Services,175393,209214620.7057898
gujarat,2021,4,Others,591265,377657202.7539646
gujarat,2022,1,Merchant payments,101648378,79563412221.78397
gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
gujarat,2022,1,Financial Services,160423,187077879.38466492
gujarat,2022,1,Others,496289,316261089.4073821
gujarat,2022,2,Merchant payments,131610193,95585623258.23604
gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
gujarat,2022,2,Financial Services,125180,142685436.4192669
gujarat,2022,2,Others,468796,278978567.1836352
gujarat,2022,3,Merchant payments,161264265,109018764232.99393
gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
gujarat,2022,3,Financial Services,152053,162173602.84596294
gujarat,2022,3,Others,404941,269479241.0969004
gujarat,2022,4,Merchant payments,186533503,125585214989.03009
gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
gujarat,2022,4,Financial Services,179101,194314203.00804448
gujarat,2022,4,Others,407639,295484431.2780074
gujarat,2023,1,Merchant payments,199359623,123421554216.0
gujarat,2023,1,Peer-to-peer payments,120907384,436337923470.0
gujarat,2023,1,Recharge & bill payments,41649002,37570733166.0
gujarat,2023,1,Financial Services,180163,200278806.0
gujarat,2023,1,Others,415154,295699148.0
gujarat,2023,2,Merchant payments,239396654,135256737974.0
gujarat,2023,2,Peer-to-peer payments,132035120,470150906708.0
gujarat,2023,2,Recharge & bill payments,44902296,39506073738.0
gujarat,2023,2,Financial Services,191053,225104195.0
gujarat,2023,2,Others,397430,268385910.0
gujarat,2023,3,Merchant payments,279651861,155597205179.0
gujarat,2023,3,Peer-to-peer payments,151754885,508236930735.0
gujarat,2023,3,Recharge & bill payments,47284770,43342854631.0
gujarat,2023,3,Financial Services,246300,311377540.0
gujarat,2023,3,Others,365774,248668365.0
gujarat,2023,4,Merchant payments,319459808,179560004574.0
gujarat,2023,4,Peer-to-peer payments,166959749,567135968086.0
gujarat,2023,4,Recharge & bill payments,47046378,47786850776.0
gujarat,2023,4,Financial Services,271611,349727923.0
gujarat,2023,4,Others,378032,254647715.0
gujarat,2024,1,Merchant payments,366409312,201682534095.0
gujarat,2024,1,Peer-to-peer payments,187792836,618453750215.0
gujarat,2024,1,Recharge & bill payments,51744007,50813658532.0
gujarat,2024,1,Financial Services,273979,398254841.0
gujarat,2024,1,Others,356537,271267241.0
gujarat,2024,2,Merchant payments,437221639,222449503863.0
gujarat,2024,2,Peer-to-peer payments,199501081,638163102162.0
gujarat,2024,2,Recharge & bill payments,52968092,49178909419.0
gujarat,2024,2,Financial Services,320563,459744596.0
gujarat,2024,2,Others,383778,373786893.0
gujarat,2024,3,Merchant payments,476512894,238978729415.0
gujarat,2024,3,Peer-to-peer payments,225649266,671907062380.0
gujarat,2024,3,Recharge & bill payments,54584624,51775029765.0
gujarat,2024,3,Financial Services,384648,514500536.0
gujarat,2024,3,Others,309818,376066005.0
gujarat,2024,4,Merchant payments,530043047,271052844680.0
gujarat,2024,4,Peer-to-peer payments,244109941,750880785528.0
gujarat,2024,4,Recharge & bill payments,51838504,53102559360.0
gujarat,2024,4,Financial Services,1091610,557971100.0
gujarat,2024,4,Others,291864,420340754.0
haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
haryana,2018,1,Merchant payments,167816,173513595.3537558
haryana,2018,1,Financial Services,128636,27501068.014126316
haryana,2018,1,Others,209123,242110585.52640373
haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
haryana,2018,2,Merchant payments,369916,334118261.45344114
haryana,2018,2,Financial Services,167570,38145882.44180386
haryana,2018,2,Others,170208,217328211.71769944
haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
haryana,2018,3,Merchant payments,1003057,427387637.9335371
haryana,2018,3,Financial Services,100452,17323790.814170156
haryana,2018,3,Others,201148,190505707.47361812
haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
haryana,2018,4,Merchant payments,2413446,1013407379.8963095
haryana,2018,4,Financial Services,120711,22252543.62175617
haryana,2018,4,Others,394732,267255642.26742023
haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
haryana,2019,1,Merchant payments,3361995,1292375556.3150868
haryana,2019,1,Financial Services,101786,15201736.002431491
haryana,2019,1,Others,473192,258437718.15887585
haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
haryana,2019,2,Merchant payments,5738283,2292901816.1432047
haryana,2019,2,Financial Services,57488,12080285.227121718
haryana,2019,2,Others,655560,301748850.1804938
haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
haryana,2019,3,Merchant payments,9386779,3615636827.8118167
haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
haryana,2019,3,Financial Services,61503,16715100.880217994
haryana,2019,3,Others,829974,301378585.9978597
haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
haryana,2019,4,Merchant payments,11615667,5253780278.236426
haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
haryana,2019,4,Financial Services,41688,13756049.144287623
haryana,2019,4,Others,790808,212797749.81994924
haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
haryana,2020,1,Merchant payments,14327020,7075196609.224878
haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
haryana,2020,1,Financial Services,34488,25266730.1883267
haryana,2020,1,Others,600232,176823674.24305555
haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
haryana,2020,2,Merchant payments,11527654,7393393677.758501
haryana,2020,2,Financial Services,48759,49209527.29146181
haryana,2020,2,Others,129940,75550536.67993587
haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
haryana,2020,3,Merchant payments,20845136,12141560866.982178
haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
haryana,2020,3,Financial Services,66457,80854296.9304013
haryana,2020,3,Others,186818,96375902.20346308
haryana,2020,4,Merchant payments,34063692,21382305452.06797
haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
haryana,2020,4,Financial Services,84881,103265693.75364488
haryana,2020,4,Others,419181,223528573.1334415
haryana,2021,1,Merchant payments,39363588,23389100227.155342
haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
haryana,2021,1,Financial Services,79784,99672809.99228218
haryana,2021,1,Others,364437,218544351.22172093
haryana,2021,2,Merchant payments,45335533,29119078263.957985
haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
haryana,2021,2,Financial Services,85821,97238136.09517692
haryana,2021,2,Others,311896,227855606.99266592
haryana,2021,3,Merchant payments,66885213,40190922826.60629
haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
haryana,2021,3,Financial Services,77496,116592181.46997279
haryana,2021,3,Others,479071,289441481.64370304
haryana,2021,4,Merchant payments,84993587,56325102920.50671
haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
haryana,2021,4,Financial Services,105050,151421306.61683068
haryana,2021,4,Others,407280,307822609.17479354
haryana,2022,1,Merchant payments,98346418,62565728158.2885
haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
haryana,2022,1,Financial Services,107240,146586164.62792295
haryana,2022,1,Others,540235,279136534.21161634
haryana,2022,2,Merchant payments,130033573,76926347115.76375
haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
haryana,2022,2,Financial Services,89805,120610061.5284536
haryana,2022,2,Others,345424,224949213.49711913
haryana,2022,3,Merchant payments,151278013,87063736519.87311
haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
haryana,2022,3,Financial Services,111032,144937203.2864578
haryana,2022,3,Others,308596,223267730.28330007
haryana,2022,4,Merchant payments,169685872,102918159834.12416
haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
haryana,2022,4,Financial Services,118488,152488074.9943577
haryana,2022,4,Others,305148,239722615.94605047
haryana,2023,1,Merchant payments,220693824,114248076004.0
haryana,2023,1,Peer-to-peer payments,128879993,443424820679.0
haryana,2023,1,Recharge & bill payments,31210728,32978369763.0
haryana,2023,1,Financial Services,158036,217615573.0
haryana,2023,1,Others,375883,281741717.0
haryana,2023,2,Merchant payments,275974807,130133751625.0
haryana,2023,2,Peer-to-peer payments,147382711,495834929236.0
haryana,2023,2,Recharge & bill payments,33655091,35262651840.0
haryana,2023,2,Financial Services,172309,259162565.0
haryana,2023,2,Others,351272,251633370.0
haryana,2023,3,Merchant payments,310148821,140917418482.0
haryana,2023,3,Peer-to-peer payments,156760079,498555993196.0
haryana,2023,3,Recharge & bill payments,34105227,37490386949.0
haryana,2023,3,Financial Services,198713,304618547.0
haryana,2023,3,Others,306638,223563566.0
haryana,2023,4,Merchant payments,343440148,167695632461.0
haryana,2023,4,Peer-to-peer payments,175429519,571466808865.0
haryana,2023,4,Recharge & bill payments,35320482,42514330771.0
haryana,2023,4,Financial Services,238826,371355840.0
haryana,2023,4,Others,319258,222356663.0
haryana,2024,1,Merchant payments,376661558,177987462151.0
haryana,2024,1,Peer-to-peer payments,187967904,583735861647.0
haryana,2024,1,Recharge & bill payments,39068051,44295176434.0
haryana,2024,1,Financial Services,256222,477335930.0
haryana,2024,1,Others,339765,292383070.0
haryana,2024,2,Merchant payments,482530215,211396204964.0
haryana,2024,2,Peer-to-peer payments,214457734,647411527784.0
haryana,2024,2,Recharge & bill payments,40862353,45581779106.0
haryana,2024,2,Financial Services,304547,600748740.0
haryana,2024,2,Others,399076,454335006.0
haryana,2024,3,Merchant payments,521289709,224122374449.0
haryana,2024,3,Peer-to-peer payments,231461545,648650534007.0
haryana,2024,3,Recharge & bill payments,41502651,49244659978.0
haryana,2024,3,Financial Services,361554,712626768.0
haryana,2024,3,Others,324761,476486596.0
haryana,2024,4,Merchant payments,554528337,256120928312.0
haryana,2024,4,Peer-to-peer payments,244665075,724617450899.0
haryana,2024,4,Recharge & bill payments,40983335,49974294031.0
haryana,2024,4,Financial Services,906666,717769217.0
haryana,2024,4,Others,310877,528916895.0
himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427
himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303
himachal-pradesh,2018,1,Merchant payments,13241,13851230.83495245
himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278
himachal-pradesh,2018,1,Others,20779,16752849.503009535
himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042
himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071
himachal-pradesh,2018,2,Merchant payments,27851,31961300.882765952
himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794
himachal-pradesh,2018,2,Others,19436,19681794.59544668
himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916
himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427
himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054
himachal-pradesh,2018,3,Financial Services,8182,1552275.0537747287
himachal-pradesh,2018,3,Others,17693,16293930.078267336
himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017
himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624
himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335
himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265
himachal-pradesh,2018,4,Others,20243,21180141.658664487
himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236507
himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025
himachal-pradesh,2019,1,Merchant payments,115553,86624660.3112043
himachal-pradesh,2019,1,Financial Services,9585,1424229.9989233727
himachal-pradesh,2019,1,Others,20730,17676977.717503674
himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708
himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579.97562265
himachal-pradesh,2019,2,Merchant payments,248517,141088575.8726466
himachal-pradesh,2019,2,Financial Services,5013,1453651.5352588107
himachal-pradesh,2019,2,Others,30110,25469495.268363245
himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147
himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845.295213
himachal-pradesh,2019,3,Merchant payments,312575,182746198.16430056
himachal-pradesh,2019,3,Financial Services,3096,1775673.9713265826
himachal-pradesh,2019,3,Others,25170,20649996.69578039
himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301.069828
himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619114.99428564
himachal-pradesh,2019,4,Merchant payments,467309,314965060.6352696
himachal-pradesh,2019,4,Financial Services,4576,1769641.9665086274
himachal-pradesh,2019,4,Others,22239,17954418.582290154
himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606
himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802
